13024833,100007570,1212400107405,POLO 1951 JERSEY  M-L MNO,0,1,1650.00,0.00,1650.00
14785968,100007571,1212399858405,POLO INDIGO BLUE TAG M-C INDIGO,0,1,1790.00,0.00,1790.00
14785968,100007571,1242349605546,BERMUDA BE GAVIN V18 LIGHT GREY,0,1,1605.00,0.00,1605.00
10026957,100007572,2252394409902,SW CATARINA M/FAROL 67739 NEGRO,0,1,2290.00,0.00,2290.00
10026957,100007572,2262433809901,CAMPERA S/C CANELON  ELISA NGO,0,1,4900.00,0.00,4900.00
32446487,200006671,1262386589403,CAMPERA TELA JKT TRAP DK OLIVE,0,1,4990.00,2.87,5133.00
6650302,200006672,1211991607307,POLO EQUIPO ALFA ROMEO AZUL & AMARILLO,0,1,2850.00,7.16,3054.00
23814755,400003821,2212402207301,POLERON LANILLA FLAME EDA M-L AZUL,0,1,2190.00,0.00,2190.00
23814755,400003821,2212402827401,T-S ESPALDA COMBINADA M-L CERSEI OFF-HITE,0,1,2090.00,0.00,2090.00
13993620,400003822,1262386214903,PARKA ML PK OLIVER 3.0 FOG MEL,10,1,4990.00,0.00,4490.00
39631540,400003823,1252390102405,SW CNECK RILEY BÁSICO 595 MALBEC,0,1,2490.00,0.00,2490.00
23142696029,1300000927,T105120000001,SW LW H  01,50,1,2990.00,0.00,1494.99
23142696029,1300000927,T105120000002,SW LW H  02,50,1,2990.00,0.00,1494.99
30710559135,1300000928,T105120000002,SW LW H  02,50,1,2990.00,0.00,1494.99
14652491,1300040176,1221993200306,CAMISA CL EQUIPO 1 MICROPRINT AZUL,50,1,3590.00,0.00,1795.00
14652491,1300040176,1232407607338,JEAN BLUE TAG BOSTON AZUL OSC GAST,50,1,2690.00,0.00,1345.00
210942799,1300040177,1212200309902,POLO BASICA 1951 ML NEGRO,50,1,1490.00,0.00,745.00
210942799,1300040177,1212432705605,POLO PK MC 1512 VERDE,50,1,1490.00,0.00,745.00
23674755,1300040178,2232387014929,JEAN MUJER LM OUT NEGRO,50,1,1950.00,0.00,975.00
23674755,1300040178,2232387058430,JEAN MUJER LM OUT AZUL LAVADO,50,1,1950.00,0.00,975.00
17174863,1300040179,1029443900105,CAMISA EQ M/L MASERATI POP BCO 5,50,1,3590.00,0.00,1795.00
17174863,1300040179,1212416907406,POLO EQUIPO MC ARG MNO,50,1,2390.00,0.00,1195.00
35424156,1300040180,1242348401706,TRAJE DE BAÑO ESTAMPADO TB PATTAYA,50,1,1200.00,0.00,600.00
23262496,1300040181,1261991907202,JKT PABLO 2.0 FRANCIA,0,1,2990.00,0.00,2990.00
17177404,1300040182,1262385703404,CAMPERA AARON COLORADO,0,1,2990.00,0.00,2990.00
5454004,1300040183,2252307353104,SW CARDIGAN CAL RAYAS 66745 AZUL MGE,50,1,2690.00,0.00,1345.00
33597700,1300040184,1043254002546,PANT CHINO TEÑIDO GABARDINA PETAL 46,50,1,2190.00,0.00,1095.00
40024942,1300040185,1222433601003,CAMISA FTSIA ML FONDO BLANCO OWEN,50,1,2690.00,0.00,1345.00
29657861,1300040186,1232407607334,JEAN BLUE TAG BOSTON AZUL OSC GAST,50,1,2690.00,0.00,1345.00
29657861,1300040186,1929003905004,CAMISA EQ M/L POPLIN MARRAKECH NEGRO 4,50,1,3590.00,0.00,1795.00
31715156,1300040187,2222387829003,HANNA FTSIA OUT PALOMA CTE,50,1,1990.00,0.00,995.00
31715156,1300040187,2232386007430,JEAN BEATRIZ OUT AZUL OSCURO,50,1,1950.00,0.00,975.00
28439903,1300040188,1242305760104,TB SANTORINI,50,1,1200.00,0.00,600.00
28439903,1300040188,1242348400504,TRAJE DE BAÑO ESTAMPADO TB FARO,50,1,1200.00,0.00,600.00
30138381,1300040189,2262417109903,CAMPERA CHARLOTTE NEGRO,0,1,2990.00,0.00,2990.00
24686796,2100127441,1212411209902,POLO STALK MC NEGRO,0,1,1490.00,0.00,1490.00
24686796,2100127441,1221808288003,CAMISA LISA ML B. DOWN BLUE BELL,0,1,2690.00,0.00,2690.00
7602423,2100127442,K105180000003,SW FTSIA LW H,50,1,2990.00,0.00,1495.00
12345635,2100127443,2092088809902,BLAZER AIMEE PAÑO VELOUR NEGRO 2,50,1,5490.00,0.00,2745.00
4849364,2100127445,1212432705603,POLO PK MC 1512 VERDE,50,1,1490.00,0.00,745.00
4849364,2100127445,1212432707204,POLO PK MC 1512 FRANCIA,50,1,1490.00,0.00,745.00
4849364,2100127445,2012531200105,POLITO MINIMA M/C PK C/ELAST BLANCO 5,50,1,1390.00,0.00,695.00
4849364,2100127445,7209820102104,POLITO M/C G.PERLA-BLANCO JS MINICOLECCION VIENA 4,50,1,1090.00,0.00,545.00
5717558,2100127447,T205180000002,SW FTSIA LW M  02,50,1,2690.00,0.00,1345.00
11061798,2100127448,7200043928205,CAMISA M/L BEIGE POPLIN LA MARTINA,50,1,1990.00,0.00,995.00
5862983,2100127449,2222328009902,CAMISOLA CAROLA BORDADA NEGRO,50,1,1990.00,0.00,995.00
5862983,2100127449,2222387830002,HANNA FTSIA OUT FLOR AZUL,50,1,1990.00,0.00,995.00
31153916,2100127450,2262417009902,CAMPERA DENIS NEGRO,0,1,2990.00,0.00,2990.00
13232868,2100127451,2232407007332,JEAN SKINNY C-BORD COLETTE AZUL LAVADO LOC,50,1,1950.00,0.00,975.00
18234744,2100127452,1044703900450,PANT BASICO S/PINZAS POPLIN CRUDO 50,50,1,2190.00,0.00,1095.00
27324624,2100127453,T105120000003,SW LW H  03,50,1,2990.00,0.00,1495.00
24686796,2100127454,1200150083604,CINTURON BASICO COLLEGE GASTADO TANG 04,50,1,850.00,0.00,425.00
29826757,2100127455,1261991809902,CHALECO PLUMA FRATERNITY BLACK,0,1,2990.00,0.00,2990.00
93870432,2100127456,2211999300401,T-SHIRT ZOCALO HYDRANGEA ML CRUDO,50,1,850.00,0.00,425.00
23204995,2100127457,1232350628938,JEAN ROMA CELESTE CELESTE,50,1,2690.00,0.00,1345.00
7287881,2100127458,T105120000004,SW LW H  04,50,1,2990.00,0.00,1495.00
24686796,2100127459,OPRO106,PROMO 106,0,2,190.00,0.00,380.00
16387000,2100127460,K105160000004,SW CAMP LW H,50,1,3990.00,0.00,1995.00
35361407,2100127461,1222345002102,CAMISA FTSIA M/L RULE,50,1,2690.00,0.00,1345.00
35361407,2100127461,1232322107430,JEAN OUT DANY AZUL,50,1,2690.00,0.00,1345.00
35361407,2100127461,1252208109001,SWEATER C-NECK FTE WAFFLE B.T. MARINO - GRIS,50,1,2990.00,0.00,1495.00
24686796,2100127462,1212389625805,POLO CLASICA CORAL,0,1,1490.00,0.00,1490.00
4423413,2100127463,T105180000005,SW FTSIA LW H  05,50,1,2990.00,0.00,1495.00
24686796,2100127464,1202315307300,BILLETERA SLIM COMBINADA 2620 COMBO AZUL,0,1,650.00,0.00,650.00
92331446,2100127465,2262417203405,CAMPERA DEYSI COLORADO,0,1,2990.00,0.00,2990.00
16891518,2100127466,2222327800105,CAMISA BEA SUPER BORDADA BLANCO,50,1,1990.00,0.00,995.00
16891518,2100127466,7206613928205,CAMISA M/L ROSA POPLIN LA MARTINA,50,1,1990.00,0.00,995.00
18179367,2300027883,1232407809936,JEAN BLUE TAG BENNETT NGO,0,1,2690.00,0.00,2690.00
18179367,2300027883,1232408007334,JEAN REGULAR RAE ESTÁTICO ESTAT,0,1,2290.00,0.00,2290.00
